source_run,run_type,scenario_key,persona_key,condition_count,completed_condition_count,mean_message_count,mean_agent_a_turn_count,mean_agent_b_turn_count,mean_memory_snapshot_count,mean_candidate_count,mean_unique_route_count,mean_task_state_agreement,mean_constraint_agreement,mean_route_agreement,total_focus_disagreements,evidence_source
20260707_164031_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164101_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164101_b-n0001,text_only,morning_peak_cross_city,focused_commuter,2,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164132_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164232_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,2,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164232_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164302_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164403_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164403_b-n0001,text_only,morning_peak_cross_city,focused_commuter,2,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164434_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164503_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164703_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164704_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164733_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164832_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164832_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164902_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164932_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_164932_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_165103_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_165103_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_165435_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_165435_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_165604_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_165704_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_165804_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_165903_b-n0001,text_only,morning_peak_cross_city,focused_commuter,2,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_170003_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260707_170004_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260708_130523_b-n0026,audio_variant,airport_connection,delay_sensitive_traveler,3,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260708_130523_b-n0026,audio_variant,late_event,verbose_planner,3,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260708_130523_b-n0026,audio_variant,midday_transfer,distracted_multitasker,4,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260708_130523_b-n0026,audio_variant,morning_peak_cross_city,focused_commuter,3,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260708_130523_b-n0026,text_only,airport_connection,delay_sensitive_traveler,3,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260708_130523_b-n0026,text_only,late_event,verbose_planner,3,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260708_130523_b-n0026,text_only,midday_transfer,distracted_multitasker,4,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260708_130523_b-n0026,text_only,morning_peak_cross_city,focused_commuter,3,0,,,,,,,,,,0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_195541_b-n0001,text_only,morning_peak_cross_city,crowd_averse_rider,1,1,19.0,10.0,9.0,19.0,7.0,5.0,1.0,0.0,1.0,12.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_195541_b-n0001_02,text_only,midday_transfer,risk_averse_novice,1,1,11.0,6.0,5.0,11.0,5.0,3.0,1.0,0.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_195601_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,20.0,10.0,10.0,20.0,4.0,3.0,1.0,1.0,0.0,15.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_195601_b-n0001_02,audio_variant,crowded_event_exit,delay_sensitive_traveler,1,1,9.0,5.0,4.0,9.0,4.0,4.0,0.6666666666666666,1.0,1.0,6.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_200803_b-n0001,audio_variant,midday_transfer,risk_averse_novice,1,1,19.0,10.0,9.0,19.0,0.0,0.0,0.3333333333333333,1.0,1.0,2.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_200831_b-n0001_02,audio_variant,morning_peak_cross_city,crowd_averse_rider,1,1,5.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_201032_b-n0001,text_only,crowded_event_exit,risk_averse_novice,1,1,15.0,8.0,7.0,15.0,4.0,4.0,0.6666666666666666,1.0,0.0,9.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_201202_b-n0001,text_only,morning_peak_cross_city,delay_sensitive_traveler,1,1,11.0,6.0,5.0,11.0,4.0,4.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_201202_b-n0001_02,text_only,morning_peak_cross_city,delay_sensitive_traveler,1,1,13.0,7.0,6.0,13.0,6.0,5.0,1.0,1.0,1.0,10.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_201833_b-n0001,text_only,airport_connection,crowd_averse_rider,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,4.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_201933_b-n0001,audio_variant,crowded_event_exit,risk_averse_novice,1,1,9.0,5.0,4.0,9.0,0.0,0.0,0.0,1.0,1.0,2.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_202103_b-n0001,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,1,1,13.0,7.0,6.0,13.0,4.0,3.0,1.0,1.0,1.0,9.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_202234_b-n0001,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,1,1,20.0,10.0,10.0,20.0,6.0,2.0,1.0,0.0,0.0,14.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_202403_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_202804_b-n0001,audio_variant,airport_connection,crowd_averse_rider,1,1,11.0,6.0,5.0,11.0,4.0,4.0,1.0,1.0,1.0,6.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_203104_b-n0001,text_only,morning_peak_cross_city,delay_sensitive_traveler,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,5.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_203335_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,11.0,6.0,5.0,11.0,4.0,4.0,1.0,1.0,1.0,9.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_203936_b-n0001,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,1,1,20.0,10.0,10.0,20.0,5.0,3.0,1.0,0.0,1.0,13.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_204005_b-n0001,text_only,midday_transfer,focused_commuter,1,1,13.0,7.0,6.0,13.0,3.0,2.0,1.0,1.0,1.0,11.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_204736_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_204906_b-n0001,audio_variant,midday_transfer,focused_commuter,1,1,15.0,8.0,7.0,15.0,3.0,2.0,1.0,1.0,1.0,12.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_204936_b-n0001,text_only,crowded_event_exit,crowd_averse_rider,1,1,9.0,5.0,4.0,9.0,4.0,4.0,0.6666666666666666,1.0,1.0,4.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_205137_b-n0001,text_only,morning_peak_cross_city,delay_sensitive_traveler,1,1,11.0,6.0,5.0,11.0,4.0,3.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_205637_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,20.0,10.0,10.0,20.0,7.0,7.0,1.0,0.0,1.0,16.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_205838_b-n0001,audio_variant,crowded_event_exit,crowd_averse_rider,1,1,13.0,7.0,6.0,13.0,5.0,4.0,0.6666666666666666,1.0,0.0,8.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_205937_b-n0001,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,1,1,17.0,9.0,8.0,17.0,0.0,0.0,0.0,1.0,1.0,4.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_210239_b-n0001,text_only,midday_transfer,crowd_averse_rider,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,4.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_210438_b-n0001,text_only,morning_peak_cross_city,risk_averse_novice,1,1,11.0,6.0,5.0,11.0,4.0,4.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_210908_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,11.0,6.0,5.0,11.0,4.0,3.0,1.0,1.0,0.0,9.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_210939_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_211109_b-n0001,audio_variant,midday_transfer,crowd_averse_rider,1,1,13.0,7.0,6.0,13.0,4.0,4.0,1.0,1.0,0.0,8.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_211239_b-n0001,audio_variant,morning_peak_cross_city,risk_averse_novice,1,1,20.0,10.0,10.0,20.0,6.0,5.0,1.0,0.0,0.0,14.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_211810_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,20.0,10.0,10.0,20.0,4.0,3.0,1.0,0.0,0.0,10.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_211810_b-n0001_02,audio_variant,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_212140_b-n0001,text_only,midday_transfer,delay_sensitive_traveler,1,1,9.0,5.0,4.0,9.0,4.0,2.0,1.0,1.0,1.0,6.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_212210_b-n0001,text_only,morning_peak_cross_city,crowd_averse_rider,1,1,11.0,6.0,5.0,11.0,4.0,4.0,1.0,1.0,1.0,6.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_212442_b-n0001,text_only,morning_peak_cross_city,risk_averse_novice,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,5.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_213012_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_213012_b-n0001_02,audio_variant,midday_transfer,delay_sensitive_traveler,1,1,13.0,7.0,6.0,13.0,2.0,2.0,1.0,1.0,0.0,10.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_213112_b-n0001,audio_variant,morning_peak_cross_city,crowd_averse_rider,1,1,13.0,7.0,6.0,13.0,4.0,3.0,1.0,1.0,0.0,8.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_213212_b-n0001,audio_variant,morning_peak_cross_city,risk_averse_novice,1,1,15.0,8.0,7.0,15.0,5.0,4.0,1.0,1.0,1.0,12.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_213643_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,3.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_213913_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,19.0,10.0,9.0,19.0,4.0,3.0,1.0,1.0,0.0,12.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_214113_b-n0001,text_only,morning_peak_cross_city,crowd_averse_rider,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,4.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_214214_b-n0001,text_only,morning_peak_cross_city,risk_averse_novice,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,5.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_214514_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,20.0,10.0,10.0,20.0,4.0,3.0,1.0,1.0,0.0,15.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_215015_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,3.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_215015_b-n0001_02,audio_variant,morning_peak_cross_city,crowd_averse_rider,1,1,20.0,10.0,10.0,20.0,5.0,3.0,1.0,0.0,1.0,13.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_215015_b-n0001_03,audio_variant,morning_peak_cross_city,risk_averse_novice,1,1,20.0,10.0,10.0,20.0,8.0,7.0,1.0,0.0,0.0,12.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_215616_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_215746_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,15.0,8.0,7.0,15.0,5.0,3.0,1.0,1.0,0.0,11.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_220317_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_220447_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,20.0,10.0,10.0,20.0,4.0,3.0,1.0,0.0,0.0,14.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_220448_b-n0001,text_only,midday_transfer,risk_averse_novice,1,1,11.0,6.0,5.0,11.0,4.0,2.0,1.0,0.0,1.0,6.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_220717_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,3.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_221318_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,13.0,7.0,6.0,13.0,4.0,3.0,1.0,1.0,0.0,10.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_221448_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,19.0,10.0,9.0,19.0,5.0,3.0,1.0,1.0,1.0,14.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_221548_b-n0001,text_only,midday_transfer,focused_commuter,1,1,13.0,7.0,6.0,13.0,3.0,2.0,1.0,1.0,1.0,11.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_221619_b-n0001,audio_variant,midday_transfer,risk_averse_novice,1,1,20.0,10.0,10.0,20.0,0.0,0.0,0.0,1.0,1.0,10.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_222449_b-n0001,audio_variant,midday_transfer,focused_commuter,1,1,13.0,7.0,6.0,13.0,3.0,3.0,1.0,1.0,1.0,9.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_222519_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,3.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_222620_b-n0001,text_only,airport_connection,crowd_averse_rider,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,4.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_222749_b-n0001,text_only,morning_peak_cross_city,delay_sensitive_traveler,1,1,13.0,7.0,6.0,13.0,6.0,5.0,1.0,1.0,1.0,10.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_223250_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,17.0,9.0,8.0,17.0,4.0,3.0,1.0,1.0,0.0,14.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_223550_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_223621_b-n0001,audio_variant,airport_connection,crowd_averse_rider,1,1,11.0,6.0,5.0,11.0,4.0,4.0,1.0,1.0,1.0,6.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_224022_b-n0001,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,1,1,20.0,10.0,10.0,20.0,5.0,3.0,1.0,0.0,0.0,14.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_224322_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_224351_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,20.0,10.0,10.0,20.0,5.0,3.0,1.0,1.0,0.0,14.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_225222_b-n0001,audio_variant,morning_peak_cross_city,focused_commuter,1,1,11.0,6.0,5.0,11.0,4.0,2.0,1.0,1.0,0.0,8.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_225453_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,4.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_225553_b-n0001,text_only,crowded_event_exit,crowd_averse_rider,1,1,9.0,5.0,4.0,9.0,4.0,4.0,0.6666666666666666,1.0,1.0,4.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_225623_b-n0001,text_only,midday_transfer,focused_commuter,1,1,13.0,7.0,6.0,13.0,3.0,2.0,1.0,1.0,1.0,11.0,dialogue_state_comparison.csv grouped by run/scenario/persona
20260710_230224_b-n0001,text_only,morning_peak_cross_city,focused_commuter,1,1,9.0,5.0,4.0,9.0,4.0,3.0,1.0,1.0,1.0,7.0,dialogue_state_comparison.csv grouped by run/scenario/persona
